firma.id,firma.nazwa,firma.skroconaNazwa,firma.wlasciciel.imie,firma.wlasciciel.drugieImie,firma.wlasciciel.nazwisko,firma.wlasciciel.pesel,firma.nip,firma.regon,firma.dataRozpoczeciaDzialalnosci,firma.dataZawieszeniaDzialalnosci,firma.dataWznowieniaDzialalnosci,firma.przewazajacePKD,firma.adresDzialalnosci,firma.adresKorespondencyjny,firma.telefon,firma.email,firma.www
FIRMAID-00157,Amber Finanse sp. z o. o.,Amber Finanse,Grażyna,,Chmielewska,78021420561,1247159100,,2021-12-16,,2026-07-05,70.22.Z,"ul. Ozimska 133/49, 45-057 Opole","ul. Ozimska 133/49, 45-057 Opole",48-716-121-132,grazyna.chmielewska@interia.pl,
FIRMAID-00158,Amber Doradztwo Sp. z o.o.,Ambe Doradztwo,Cezary,Szymon,Urbański,79032121957,1247238294,,2021-01-02,2022-10-19,2025-02-18,64.19.Z,"ul Bohaterów Westerplatte 150, 65-034 Zielona Góra","ul Bohaterów Westerplatte 150, 65-034 Zielona Góra",(48) 672249542,c.urbanski@o2.pl,https://www.amber-doradztwo-group.eu
FIRMAID-00159,Amber Szkolenia SP Z O O,Amber Szkolenia,Bożena,Oliwia,Błaszczyk,80042823306,1257317517,,2012-10-08,,,62.01.Z,"ulica Kupiecka 167, 65-058 Zielona Góra","ulica Kupiecka 167, 65-058 Zielona Góra",607777907,blaszczyk.bozena@proton.me,https://www.amber-szkolenia-group.local
FIRMAID-00160,Amber Media spółka z ograniczoną odpowiedzialnością,Amber Media,Filip,,Szulc,81050724690,1247396679,,2021-11-30,,,64.19.Z,"Świętojańska 4, 81-372 Gdynia","Świętojańska 4, 81-372 Gdynia",48-552-297-795,filipszulc@yahoo.com,https://www.amber-media-group.pl
FIRMAID-00161,Facebook - Meta,Facebook - Meta,Zuzanna,Emilia,Kozak-Bąk,82061426049,1247475864,,2011-04-05,,2026-04-13,70.22.Z,"ul. 10 Lutego 21/11, 81-364 Gdynia","ul. 10 Lutego 21/11, 81-364 Gdynia",632 607 894,zuzanna_kozak.bak@gmail.com,https://www.facebook-meta.com.pl
FIRMAID-00162,Amber Marketing S.A.,Amber Marketing,Mikołaj,Ignacy,Cieślak,83072127435,1257555085,,2025-12-12,,,66.22.Z,"ul Bolesława Prusa 38, 05-800 Pruszków","ul Bolesława Prusa 38, 05-800 Pruszków",48-551-768-025,mikolaj.cieslak86@outlook.com,https://amber-marketing.eu
FIRMAID-00163,Amber Druk SA,Amber Druk,Lena,,Andrzejewska,84082828785,1247634245,,2022-02-21,2024-02-01,,64.19.Z,"ulica Kościuszki 55, 05-500 Piaseczno","ulica Kościuszki 55, 05-500 Piaseczno",746 311 724,lena.andrzejewska@wp.pl,
FIRMAID-00164,Amber Informatyka S. A.,Amber Informatyka,Antoni,Leon,Gajewski,85090730172,1247713430,,2014-11-19,2022/30/10,2025-05-24,70.22.Z,"Sienkiewicza 72, 32-020 Wieliczka","Sienkiewicza 72, 32-020 Wieliczka",(48) 661137208,a.gajewski@onet.pl,https://www.amber-informatyka-group.pl
FIRMAID-00165,Amber Oprogramowanie Spółka Akcyjna,Amber Oprogramowanie,Hanna,Dominika,Laskowska,86101431523,1257792655,,2020-03-23,2025-10-15,,66.22.Z,"ul. Dąbrowskiego 89/63, 32-600 Oświęcim","ul. Dąbrowskiego 89/63, 32-600 Oświęcim",48-603-245-337,laskowska.hanna@interia.pl,https://www.amber-oprogramowanie-group.com.pl
FIRMAID-00166,Amber Rolnictwo sp. z o.o.,Amber Rolnictwo,Franciszek,,Mazurek,87112132919,1247871815,,2015-12-05,2024-04-01,,64.19.Z,"ul Rynek 106, 38-400 Krosno","ul Rynek 106, 38-400 Krosno",48-532-279-432,franciszekmazurek@o2.pl,https://www.amber-rolnictwo.eu
FIRMAID-00167,Amber Ogrodnictwo sp z oo,Amber Ogrodnictwo,Amelia,Jagoda,Sobczak,88122834260,1247951000,,2025-10-15,,,62.01.Z,"ulica Mickiewicza 123, 39-300 Mielec","ulica Mickiewicza 123, 39-300 Mielec",(48) 787352871,amelia_sobczak@proton.me,https://amber-ogrodnictwo.local
FIRMAID-00168,Amber Produkcja sp. z o. o.,Amber Produkcja,Nikodem,Jerzy,Konieczny,89010735658,1248030199,,2010-12-14,2024-10-14,,70.22.Z,"Długa 140, 58-100 Świdnica","Długa 140, 58-100 Świdnica",728376413,nikodem.konieczny92@yahoo.com,https://www.amber-produkcja-group.pl
FIRMAID-00169,Amber Przemysł Sp. z o.o.,Amber Przemysł,Martyna,,Brzezińska,90021437006,1248109386,,2025-03-26,,2026-08-18,43.22.Z,"157/25, 57-300 Kłodzko","157/25, 57-300 Kłodzko",579 630 235,martyna.brzezinska@gmail.com,
FIRMAID-00170,Amber Ekologia SP Z O O,Amber Ekologia,Miłosz,Marian,Makowski,91032138393,1248188575,,2010-09-23,,,70.22.Z,"ul Chrobrego 174, 62-200 Gniezno","ul Chrobrego 174, 62-200 Gniezno",+48 792 401 492,m.makowski@outlook.com,https://www.amber-ekologia-group.eu
FIRMAID-00171,Amber Energetyka spółka z ograniczoną odpowiedzialnością,Amber Energetyka,Agata,Irena,Wrona,92042839742,1248267760,,2019-08-03,2024-06-08,05-10-2024,62.01.Z,"ulica Słowiańska 11, 64-100 Leszno","ulica Słowiańska 11, 64-100 Leszno",+48 572 859 056,wrona.agata@wp.pl,https://www.amber-energetyka.local
FIRMAID-00172,Amber Instalacje Spółka z ograniczoną odpowiedzialnością,Amber Instalacje,Tadeusz,,Bąk,93050741139,1248346956,,2017-07-20,2025-01-13,,66.22.Z,"Gdańska 28, 83-110 Tczew","Gdańska 28, 83-110 Tczew",732723788,tadeuszbak@onet.pl,https://amber-instalacje.pl
FIRMAID-00173,Amber Nieruchomości S.A.,Amber Nieruchomości,Helena,Izabela,Kucharska,94061442488,1248426141,,2017-01-31,,,64.19.Z,"ul. Sobieskiego 45/77, 84-200 Wejherowo","ul. Sobieskiego 45/77, 84-200 Wejherowo",48-668-951-840,helena_kucharska@interia.pl,https://www.amber-nieruchomosci-group.com.pl
FIRMAID-00174,Amber Inwestycje SA,Amber Inwestycje,Stefan,Mirosław,Lisowski,95072143874,1248505337,,2023-05-29,,,43.22.Z,"ul Głęboka 62, 43-400 Cieszyn","ul Głęboka 62, 43-400 Cieszyn",(48) 789804456,stefan.lisowski98@o2.pl,https://www.amber-inwestycje-group.eu
FIRMAID-00175,Amber Medycyna S. A.,Amber Medycyna,Jadwiga,,Słowik,96082845224,1248584526,,2010-09-26,,2023-01-01,66.22.Z,"os. Małachowskiego 79, 42-500 Będzin","os. Małachowskiego 79, 42-500 Będzin",+48 512 223 491,jadwiga.slowik@proton.me,
FIRMAID-00176,Amber Zdrowie Spółka Akcyjna,Amber Zdrowie,Józef,Piotr,Kopeć,97090746617,1248663711,,2020-05-22,2021-04-18,,62.01.Z,"Królowej Jadwigi 96, 88-100 Inowrocław","Królowej Jadwigi 96, 88-100 Inowrocław",576 933 678,j.kopec@yahoo.com,https://www.amber-zdrowie.pl
FIRMAID-00177,Amber Urody sp. z o.o.,Amber Urody,Monika,Maria,Czajka,98101447969,1248742907,,2012-05-25,,2026-12-06,43.22.Z,"ul. Wybickiego 113/39, 86-300 Grudziądz","ul. Wybickiego 113/39, 86-300 Grudziądz",+48 751 103 892,czajka.monika@gmail.com,https://amber-urody.com.pl
FIRMAID-00178,Amber Turystyka sp z oo,Amber Turystyka,Edward,,Matusiak,99112149356,1248822090,,2022-01-20,2022-05-15,2021-03-21,66.22.Z,"ul Czarnieckiego 130, 14-100 Ostróda","ul Czarnieckiego 130, 14-100 Ostróda",+48 516 676 179,edwardmatusiak@outlook.com,https://www.amber-turystyka-group.eu
FIRMAID-00179,Amber Rozrywka sp. z o. o.,Amber Rozrywka,Sabina,Joanna,Gajda,00322850703,1248901286,,2013-09-23,2026/20/02,,66.22.Z,"ulica Warszawska 147, 11-500 Giżycko","ulica Warszawska 147, 11-500 Giżycko",(48) 595433713,sabina_gajda@wp.pl,https://www.amber-rozrywka-group.local
FIRMAID-00180,Amber Gastronomia Sp. z o.o.,Amber Gastronomia,Arkadiusz,Paweł,Klimek,01210752093,1248980475,,2020-10-14,2025-04-30,2026/02/11,66.22.Z,"Lubelska 164, 24-100 Puławy","Lubelska 164, 24-100 Puławy",(48) 535954282,arkadiusz.klimek75@onet.pl,https://www.amber-gastronomia-group.pl
FIRMAID-00181,PPHU Amber Moda,PPHU Amber Moda,Anna,,Madej,02221453441,1249059667,,2019-10-30,2025-07-08,,70.22.Z,"ul. Staszica 1/1, 22-400 Zamość","ul. Staszica 1/1, 22-400 Zamość",(48) 740964229,anna.madej@interia.pl,
FIRMAID-00182,Amber Tekstylia spółka z ograniczoną odpowiedzialnością,Amber Tekstylia,Tomasz,Robert,Krupa,03232154837,1249138852,,2025-02-04,,,70.22.Z,"ul 3 Maja 18, 16-300 Augustów","ul 3 Maja 18, 16-300 Augustów",48-567-814-416,t.krupa@o2.pl,https://amber-tekstylia.eu
FIRMAID-00183,Amber Motoryzacja Spółka z ograniczoną odpowiedzialnością,Amber Motoryzacja,Katarzyna,Agnieszka,Kaczmarczyk,04242856188,1249218048,,2019-09-03,2025-08-07,2021-01-21,43.22.Z,"ulica Kościuszki 35, 16-400 Suwałki","ulica Kościuszki 35, 16-400 Suwałki",676370298,kaczmarczyk.katarzyna@proton.me,https://www.amber-motoryzacja-group.local
FIRMAID-00184,Amber Ubezpieczenia S.A.,Amber Ubezpieczenia,Krzysztof,,Wrona,05250757571,1249297237,,2012-09-29,2022-11-08,,64.19.Z,"Piastowska 52, 48-300","Piastowska 52, 48-300",(48) 720248171,krzysztofwrona@yahoo.com,https://www.amber-ubezpieczenia-group.pl
FIRMAID-00185,Amber Spawalnictwo SA,Amber Spawalnictwo,Ewa,Justyna,Wasilewska,60061458925,1249376422,,2018-06-12,2022-11-06,,62.01.Z,"ul. Długa 69/53, 49-300 Brzeg","ul. Długa 69/53, 49-300 Brzeg",+48 724 962 688,ewa_wasilewska@gmail.com,https://www.amber-spawalnictwo-group.com.pl
FIRMAID-00186,Amber Ślusarstwo S. A.,Amber Ślusarstwo,Adam,Jan,Kalinowski,61072160315,1249455618,,2016-11-08,2022-03-05,,43.22.Z,"ul Rynek 86, 68-200 Żary","ul Rynek 86, 68-200 Żary",501 836 127,adam.kalinowski81@outlook.com,https://www.amber-slusarstwo.eu
FIRMAID-00187,Amber Krawiectwo Spółka Akcyjna,Amber Krawiectwo,Monika,,Zarychta,62082861665,1249534803,,2020-10-29,2024-07-21,,62.01.Z,"ulica Nieistniejąca 103, 99-999 Nibylandia","ulica Nieistniejąca 103, 99-999 Nibylandia",640 153 142,monika.zarychta@wp.pl,
FIRMAID-00188,Amber Ochrona sp. z o.o.,Amber Ochrona,Marek,Marcin,Przybylski,63090763059,1249613997,,2014-03-11,,,66.22.Z,"Armii Krajowej 120, 78-100 Kołobrzeg","Armii Krajowej 120, 78-100 Kołobrzeg",+48 622 127 477,m.przybylski@onet.pl,https://www.amber-ochrona-group.pl
FIRMAID-00189,Amber Catering sp z oo,Amber Catering,Barbara,Karolina,Michalak,64101464400,1249693186,,2018-06-24,,,64.19.Z,"ul. Piłsudskiego 137/15, 73-110 Stargard","ul. Piłsudskiego 137/15, 73-110 Stargard",+48 799 202 103,michalak.barbara@interia.pl,https://www.amber-catering-group.com.pl
FIRMAID-00190,Amber Księgowość sp. z o. o.,Amber Księgowość,Rafał,,Szatkowski,65112165797,1249772371,,2022-01-26,,,64.19.Z,"154, 27-600 Sandomierz","154, 27-600 Sandomierz",+48 690 748 182,rafalszatkowski@o2.pl,https://www.amber-ksiegowosc-group.eu
FIRMAID-00191,Bizon Budownictwo Sp. z o.o.,Bizon Budownictwo,Aleksandra,Małgorzata,Bednarek,66122867147,1249851567,,2019-02-23,2025-10-29,,62.01.Z,"ulica Sienkiewicza 171, 27-400 Ostrowiec Świętokrzyski","ulica Sienkiewicza 171, 27-400 Ostrowiec Świętokrzyski",584 121 174,aleksandra_bednarek@proton.me,https://www.bizon-budownictwo.local
FIRMAID-00192,Bizon Transport SP Z O O,Bizon Transport,Andrzej,Jakub,Podgórski,67010768535,1249930752,,2010-07-10,,2021-04-13,43.22.Z,"Chmielna 8, 00-020 Warszawa","Chmielna 8, 00-020 Warszawa",48-745-482-019,andrzej.podgorski87@yahoo.com,https://bizon-transport.pl
FIRMAID-00193,Bizon Spedycja spółka z ograniczoną odpowiedzialnością,Bizon Spedycja,Marta,,Śliwińska,68021469884,1250009942,,2016-03-26,,2024-11-03,70.22.Z,"ul. Nowy Świat 25/67, 00-029 Warszawa","ul. Nowy Świat 25/67, 00-029 Warszawa",+48 636 543 245,marta.sliwinska@gmail.com,
FIRMAID-00194,Bizon Logistyka Spółka z ograniczoną odpowiedzialnością,Bizon Logistyka,Łukasz,Artur,Czajkowski,69032171274,1250089131,,2012-10-05,,2022-04-09,62.01.Z,"ul os. Przyjaźń 42, 01-355 Warszawa","ul os. Przyjaźń 42, 01-355 Warszawa",(48) 674108654,l.czajkowski@outlook.com,https://www.bizon-logistyka-group.eu
FIRMAID-00195,Bizon Handel S.A.,Bizon Handel,Paulina,Iwona,Biernat,70042872622,1250168327,,2022-05-28,,2025-03-05,70.22.Z,"ulica Jagiellońska 59, 05-120 Legionowo","ulica Jagiellońska 59, 05-120 Legionowo",717 683 785,biernat.paulina@wp.pl,https://www.bizon-handel-group.local
FIRMAID-00196,Bizon Usługi SA,Bizon Usługi,Mateusz,,Panek,71050774016,1250247512,,2014-07-28,2022-06-30,2022-04-10,70.22.Z,"Piłsudskiego 76, 05-270 Marki","Piłsudskiego 76, 05-270 Marki",+48 758 542 656,mateuszpanek@onet.pl,https://www.bizon-uslugi.pl
FIRMAID-00197,Bizon Finanse S. A.,Bizon Finanse,Elżbieta,Renata,Prus,72061475365,1250326708,,2014-09-13,,,62.01.Z,"ul. Andriollego 93/29, 05-400 Otwock","ul. Andriollego 93/29, 05-400 Otwock",+48 556 245 058,elzbieta_prus@interia.pl,https://bizon-finanse.com.pl
FIRMAID-00198,Bizon Doradztwo Spółka Akcyjna,Bizon Doradztwo,Dawid,Maciej,Janik,73072176751,1250405891,,2016-11-19,,2022-09-17,66.22.Z,"ul Żeromskiego 110, 26-600 Radom","ul Żeromskiego 110, 26-600 Radom",+48 794 894 882,dawid.janik93@o2.pl,https://www.bizon-doradztwo-group.eu
FIRMAID-00199,Bizon Szkolenia sp. z o.o.,Bizon Szkolenia,Dorota,,Kowalska,74082878101,1250485080,,2024-03-09,,,64.19.Z,"ulica Tumska 127, 09-402 Płock","ulica Tumska 127, 09-402 Płock",781813828,dorota.kowalska@proton.me,
FIRMAID-00200,Bizon Media sp z oo,Bizon Media,Dariusz,Zbigniew,Nowacki,75090779495,1250564276,,2011-09-09,,,66.22.Z,"Karmelicka 144, 31-128 Kraków","Karmelicka 144, 31-128 Kraków",574 892 192,d.nowacki@uuu.xs,https://www.bizon-media-group.pl
